420703,"S. of Pt. Loma - US Border (incl. San Diego Bay and Imperial Beach)",0,0,1,0,0,9,6:14
42070301,"SDOF White Seabass Pens - San Diego Bay",0,0,0,0,0,5,3:22
42070302,"High Seas Wreck",0,0,0,0,0,1,0:30
42070303,"Wreck of the Hogan (1919 Navy Destroyer) ",0,0,1,0,0,3,2:22
420704,"Tanner and Cortes Banks",3,0,2,1,1,0,5:26
42070401,"Cortes Mid Bank",3,0,0,1,1,0,3:43
42070402,"Cortes Banks  East Canyon  ",0,0,1,0,0,0,0:53
42070403,"Cortes Banks  Canyon 5     ",0,0,1,0,0,0,0:50
TOTALS,,14,0,433,176,29,463,879:53
"Species"
"%SF = Sighting Frequency; DEN = Density Score - <a href="/interpreting-reef-data" target="_blank">How to interpret REEF data?</a>"
"Click a column header to sort by that column. Hold shift and click to sort by multiple columns"
,,,,Total,,Expert,,Novice,
Rank,"Species ID",Species,Family,SF%,DEN,SF%,DEN,SF%,DEN
1,0003,"Kelp Bass, (Paralabrax clathratus)","Sea Bass, (Serranidae)",78.08,2.43,88.37,2.25,70.89,2.58
2,0005,"Blacksmith, (Chromis punctipinnis)","Damselfish, (Pomacentridae)",72.74,3.29,82.33,3.26,66.04,3.31
3,0425,"Giant Keyhole Limpet, (Megathura crenulata)","Mollusks, (Mollusca)",60.32,2.16,72.29,2.2,49.8,2.11
4,0114,"Black Perch, (Embiotoca jacksoni)","Surfperch, (Embiotocidae)",59.58,2.18,76.29,2.14,47.89,2.22
5,0403,"Spiny Lobster, (Panulirus interruptus)","Arthropods, (Arthropoda)",58.05,2.2,68.59,2.16,48.78,2.25
6,0428,"Wavy Turban Snail, (Lithopoma undosum)","Mollusks, (Mollusca)",58.05,2.72,69.98,2.83,47.56,2.57
7,0127,"California Sheephead, (Semicossyphus pulcher)","Wrasse, (Labridae)",56.17,2.34,46.09,2.3,63.22,2.35
8,0006,"Garibaldi, (Hypsypops rubicundus)","Damselfish, (Pomacentridae)",54.24,2.37,71.59,2.4,42.1,2.33
9,0443,"Giant Kelp, (Macrocystis integrifolia / pyrifera)","Algae, (Algae)",53.08,2.95,48.27,2.82,57.32,3.05
10,0128,"Senorita, (Oxyjulis californica)","Wrasse, (Labridae)",50.55,2.93,39.6,2.69,58.22,3.04
11,0001,"Barred Sand Bass, (Paralabrax nebulifer)","Sea Bass, (Serranidae)",49.45,2.17,58.17,2.05,43.35,2.29
12,0161,"Strawberry Anemone, (Corynactis californica)","Cnidarians, (Cnidaria)",48.86,0.71,41.57,0.97,55.28,0.55
13,0408,"California Golden Gorgonian, (Muricea californica)","Cnidarians, (Cnidaria)",46.49,2.19,58.66,2.27,35.77,2.09
14,0032,"Painted Greenling, (Oxylebius pictus)","Greenling, (Hexagrammidae)",46.13,2.06,39.6,1.97,50.7,2.11
15,0187,"Rock Scallop, (Crassadoma gigantea)","Mollusks, (Mollusca)",42.49,1.97,52.19,1.87,33.94,2.1
16,0036,"Opaleye, (Girella nigricans)","Sea Chub, (Kyphosidae)",41.71,2.43,55.7,2.55,31.92,2.29
17,0416,"Purple Urchin, (Strongylocentrotus purpuratus)","Echinoderms, (Echinodermata)",40.65,2.46,41.57,2.33,39.84,2.58
18,0411,"Warty Sea Cucumber, (Parastichopus parvimensis)","Echinoderms, (Echinodermata)",40.22,1.99,42.03,1.92,38.62,2.05
19,0410,"Red Gorgonian, (Leptogorgia chilensis)","Cnidarians, (Cnidaria)",39.78,2.45,35.8,2.54,43.29,2.38
20,0421,"Spanish Shawl, (Flabellina iodinea)","Mollusks, (Mollusca)",39.24,1.98,36.72,2.01,41.46,1.96
21,0413,"Giant Spined Star, (Pisaster giganteus)","Echinoderms, (Echinodermata)",38.92,1.98,28.41,1.71,48.17,2.12
22,0426,"Kellet's Whelk, (Kelletia kelletii)","Mollusks, (Mollusca)",35.24,2.09,32.33,1.89,37.8,2.23
23,0434,"Orange Puffball Sponge, (Tethya aurantia)","Poriferans, (Porifera)",34.16,2.57,27.48,2.5,40.04,2.61
24,0412,"Bat Star, (Asterina miniata)","Echinoderms, (Echinodermata)",33.41,2.28,29.79,1.97,36.59,2.51
25,0107,"Blackeye Goby, (Rhinogobiops nicholsii)","Goby, (Gobiidae)",31.12,2.06,23.94,1.85,36.15,2.16
26,0407,"Brown Gorgonian, (Muricea fruticosa)","Cnidarians, (Cnidaria)",28.32,2.04,33.49,1.94,23.78,2.17
27,0176,"Red Sea Urchin, (Mesocentrotus franciscanus)","Echinoderms, (Echinodermata)",26.27,2.47,28.18,2.44,24.59,2.5
28,0169,"California Sea Cucumber, (Parastichopus californicus)","Echinoderms, (Echinodermata)",25.19,1.99,13.86,1.9,35.16,2.02
29,0415,"Crowned Urchin, (Centrostphanus coronatus)","Echinoderms, (Echinodermata)",24.65,2.38,21.25,1.9,27.64,2.71
30,0010,"Giant Kelpfish, (Heterostichus rostratus)","Clinid, (Clinidae)",22.84,1.83,32.89,1.8,15.81,1.87
31,0424,"Chestnut Cowry, (Cypraea spadicea)","Mollusks, (Mollusca)",22.59,1.69,30.25,1.59,15.85,1.86
32,0039,"Sargo, (Anisotremus davidsoni)","Grunt, (Haemulidae)",22.47,2.02,34.45,2.08,14.08,1.91
33,0166,"Orange Cup Coral, (Balanophyllia elegans)","Cnidarians, (Cnidaria)",21.84,3.36,16.63,3.54,26.42,3.26
34,0433,"Cobalt Sponge, (Hymenamphiastra cyanocrypta)","Poriferans, (Porifera)",21.41,0.85,22.63,1,20.33,0.7
35,0062,"Treefish, (Sebastes serriceps)","Scorpionfish, (Scorpaenidae)",20.99,1.64,19.91,1.62,21.75,1.65
36,0162,"Tube-dwelling Anemone, (Pachycerianthus fimbriatus)","Cnidarians, (Cnidaria)",20.97,2.18,14.55,1.83,26.63,2.34
37,0178,"Opalescent Nudibranch, (Hermissenda crassicornis / opalescens)","Mollusks, (Mollusca)",20.54,2.12,21.48,2.18,19.72,2.06
38,0055,"Kelp Rockfish, (Sebastes atrovirens)","Scorpionfish, (Scorpaenidae)",19.15,2.04,19.91,1.89,18.62,2.16
39,0129,"Rock Wrasse, (Halichoeres semicinctus)","Wrasse, (Labridae)",18.88,2.12,23.49,2.04,15.65,2.21
40,0117,"Pile Perch, (Rhacochilus vacca)","Surfperch, (Embiotocidae)",18.23,1.88,16.55,1.61,19.41,2.04
41,0435,"Red Volcano Sponge, (Acamus erithacus)","Poriferans, (Porifera)",17.95,2.1,14.09,1.97,21.34,2.17
42,0445,"Oarweed, (Laminaria farlowii)","Algae, (Algae)",17.3,3.1,17.32,3.07,17.28,3.13
43,0116,"Kelp Perch, (Brachyistius frenatus)","Surfperch, (Embiotocidae)",16.94,2.2,15.66,2.07,17.84,2.28
44,0120,"Rubberlip Seaperch, (Rhacochilus toxotes)","Surfperch, (Embiotocidae)",16.3,2.01,8.28,1.73,21.91,2.09
45,0070,"California Scorpionfish, (Scorpaena guttata)","Scorpionfish, (Scorpaenidae)",15.84,1.6,24.61,1.7,9.7,1.44
46,0406,"Southern Staghorn Bryozoan, (Diaperoforma californica)","Bryozoans, (Bryozoa)",15.57,2.71,24.94,2.71,7.32,2.69
47,0103,"Silversides spp., (Atherinidae spp.)","Silverside, (Atherinidae)",15.56,3.54,32.89,3.55,3.44,3.45
48,0423,"Two-spot Octopus, (Octopus bimaculatus)","Mollusks, (Mollusca)",14.81,1.31,21.94,1.32,8.54,1.31
49,0053,"Gopher Rockfish, (Sebastes carnatus)","Scorpionfish, (Scorpaenidae)",14.27,1.59,17.67,1.53,11.89,1.64
50,0048,"Brown Rockfish, (Sebastes auriculatus)","Scorpionfish, (Scorpaenidae)",13.44,1.68,7.16,1.41,17.84,1.75
51,0418,"Red Sea Hare, (Aplysia californica)","Mollusks, (Mollusca)",12.86,1.67,15.47,1.67,10.57,1.67
52,0414,"Spiny Brittlestar, (Ophiothrix spiculata)","Echinoderms, (Echinodermata)",12.32,2.31,12.7,2.58,11.99,2.05
53,0035,"Halfmoon, (Medialuna californiensis)","Sea Chub, (Kyphosidae)",12.25,1.95,14.54,1.83,10.64,2.07
54,0420,"Sea Lemon, (Peltodoris nobilis)","Mollusks, (Mollusca)",11.14,1.68,7.39,1.63,14.43,1.7
55,0419,"San Diego Dorid / Leopard Dorid, (Diaulula sandiegensis / odonoghuei)","Mollusks, (Mollusca)",11.03,1.53,9.01,1.41,12.8,1.6
56,0108,"Bluebanded Goby, (Lythrypnus dalli)","Goby, (Gobiidae)",10.68,2.04,14.54,2.02,7.98,2.08
57,0115,"Dwarf Perch, (Micrometrus miminus)","Surfperch, (Embiotocidae)",9.67,1.94,21.03,1.89,1.72,2.36
58,0056,"Olive Rockfish, (Sebastes serranoides)","Scorpionfish, (Scorpaenidae)",9.67,1.76,10.96,1.63,8.76,1.88
59,0446,"Southern Sea Palm, (Eisenia arborea)","Algae, (Algae)",9.62,2.67,8.78,2.61,10.37,2.73
60,0429,"Green Abalone, (Haliotis fulgens)","Mollusks, (Mollusca)",9.3,1.53,14.32,1.6,4.88,1.38
61,0090,"Round Stingray, (Urolophus halleri)","Round Stingray, (Urolophidae)",8.93,1.84,18.79,1.87,2.03,1.62
62,0052,"Copper Rockfish, (Sebastes caurinus)","Scorpionfish, (Scorpaenidae)",8.75,1.68,3.13,1.64,12.68,1.69
63,0004,"Spotted Sand Bass, (Paralabrax maculatofasciatus)","Sea Bass, (Serranidae)",8.75,1.66,19.02,1.6,1.56,2.2
64,0069,"Cabezon, (Scorpaenichthys marmoratus)","Sculpin, (Cottidae)",8.66,1.14,7.61,1.06,9.39,1.18
65,0171,"Leather Star, (Dermasterias imbricata)","Echinoderms, (Echinodermata)",8.65,1.86,4.16,1.39,12.6,2
66,0444,"Northern Sea Palm, (Pterygophora californica)","Algae, (Algae)",8.65,2.93,9.93,2.77,7.52,3.11
67,0158,"Lacy Bryozoan, (Phidolopora pacifica)","Bryozoans, (Bryozoa)",8.54,2.04,8.31,1.92,8.74,2.14
68,0030,"Lingcod, (Ophiodon elongatus)","Greenling, (Hexagrammidae)",8.38,1.31,3.13,1.07,12.05,1.35
69,0404,"Fluted Bryozoan, (Primavelans insculpta)","Bryozoans, (Bryozoa)",7.57,2.4,6.47,2.75,8.54,2.17
70,0194,"Club Tunicate (exotic), (Styela clava)","Urochordates, (Urochordata)",6.92,1.89,14.32,1.89,0.41,2
71,0437,"Stalked Tunicate, (Styela montereyensis)","Urochordates, (Urochordata)",6.92,1.66,2.77,1.33,10.57,1.73
72,0438,"Christmas Tree Worm, (Spirobranchus spinosus)","Annelids, (Annelida)",6.81,1.56,6.93,1.4,6.71,1.7
73,0043,"Zebraperch, (Hermosilla azurea)","Sea Chub, (Kyphosidae)",6.81,2.04,16.11,2.03,0.31,2.5
74,0353,"Juvenile (YOY) Rockfish - Unidentified, (Sebastes sp.)","Scorpionfish, (Scorpaenidae)",6.54,2.48,2.01,2,9.7,2.55
75,0007,"California Moray, (Gymnothorax mordax)","Moray, (Muraenidae)",6.17,1.34,13.2,1.37,1.25,1.13
76,0125,"White Seaperch, (Phanerodon furcatus)","Surfperch, (Embiotocidae)",6.08,2.24,8.95,2.05,4.07,2.54
77,0389,"Unidentified Crevice/Spotted Kelpfish, (Gibbonsia spp.)","Clinid, (Clinidae)",5.8,1.75,13.87,1.74,0.16,2
78,0402,"Red Rock Shrimp, (Lysmata californica)","Arthropods, (Arthropoda)",5.51,2.12,9.93,2.16,1.63,1.88
79,0209,"Bay Blenny, (Hypsoblennius gentilis)","Combtooth Blenny, (Blenniidae)",5.34,1.38,12.3,1.35,0.47,2
80,0118,"Rainbow Seaperch, (Hypsurus caryi)","Surfperch, (Embiotocidae)",4.88,1.94,4.92,1.77,4.85,2.06
81,0337,"Topsmelt, (Atherinops affinis)","Silverside, (Atherinidae)",4.7,3.2,3.8,3.59,5.32,3
82,0401,"Masking/Sheep Crab, (Loxorthynchus crispatus (L. grandis))","Arthropods, (Arthropoda)",4.65,1.3,1.85,1.25,7.11,1.31
83,0034,"Black Croaker, (Cheilotrema saturnum)","Drum, (Sciaenidae)",4.42,1.58,9.4,1.5,0.94,2.17
84,0046,"Black-and-Yellow Rockfish, (Sebastes chrysomelas)","Scorpionfish, (Scorpaenidae)",4.33,1.43,4.25,1.47,4.38,1.39
85,0173,"Sunflower Star, (Pycnopodia helianthoides)","Echinoderms, (Echinodermata)",4.32,1.33,0.92,1.5,7.32,1.31
86,0063,"Vermilion Rockfish, (Sebastes miniatus)","Scorpionfish, (Scorpaenidae)",3.78,1.59,1.57,1.57,5.32,1.59
87,0417,"White Urchin, (Lytechinus anamesus)","Echinoderms, (Echinodermata)",3.78,2.54,1.85,2.38,5.49,2.59
88,0151,"Coonstripe Shrimp, (Pandalus danae / gurneyi)","Arthropods, (Arthropoda)",3.68,1.56,3.7,1.63,3.66,1.5
89,0174,"Eccentric Sand Dollar, (Dendraster excentricus)","Echinoderms, (Echinodermata)",3.68,3,4.16,3.39,3.25,2.56
90,0021,"California Halibut, (Paralichthys californicus)","Lefteye Flounder, (Bothidae)",3.5,1.24,5.59,1.16,2.03,1.38
91,0436,"Light-bulb Tunicate, (Clavelina huntsmani)","Urochordates, (Urochordata)",3.46,2.06,4.39,2.05,2.64,2.08
92,0155,"Northern Kelp Crab, (Pugettia producta)","Arthropods, (Arthropoda)",3.24,1.27,3,1.15,3.46,1.35
93,0029,"Kelp Greenling, (Hexagrammos decagrammus)","Greenling, (Hexagrammidae)",3.22,1.83,0.89,1.75,4.85,1.84
94,0011,"Island Kelpfish, (Alloclinus holderi)","Labrisomids, (Labrisomidae)",3.13,1.56,5.59,1.44,1.41,1.89
95,0019,"Unidentified Kelpfish, (Clinidae spp.)","Clinid, (Clinidae)",3.13,1.59,6.26,1.5,0.94,2
96,0038,"Salema, (Xenistius californiensis)","Grunt, (Haemulidae)",2.95,2.84,6.71,2.87,0.31,2.5
97,0439,"Colonial Sand-tube Worm, (Phragmatopoma californica)","Annelids, (Annelida)",2.81,0.77,3.46,1,2.24,0.45
98,0122,"Shiner Perch, (Cymatogaster aggregata)","Surfperch, (Embiotocidae)",2.76,2.4,4.92,2.41,1.25,2.38
99,0099,"Ocean Whitefish, (Caulolatilus princeps)","Tilefish, (Malacanthidae)",2.67,1.72,1.57,1.29,3.44,1.86
100,0123,"Striped Seaperch, (Embiotoca lateralis)","Surfperch, (Embiotocidae)",2.67,1.97,3.36,2,2.19,1.93
101,0163,"White-spotted Anemone, (Urticina sp.)","Cnidarians, (Cnidaria)",2.59,2.25,0.92,2,4.07,2.3
102,0342,"Woolly Sculpin, (Clinocottus analis)","Sculpin, (Cottidae)",2.49,1.52,5.82,1.54,0.16,1
103,0081,"Unidentified Sculpin, (Cottidae spp.)","Sculpin, (Cottidae)",2.39,1.42,3.13,1.29,1.88,1.58
104,0400,"Brown Rock Crab, (Cancer antennarius)","Arthropods, (Arthropoda)",2.38,1.41,1.15,1.2,3.46,1.47
105,0112,"Zebra Goby, (Lythrypnus zebra)","Goby, (Gobiidae)",2.21,1.46,4.47,1.45,0.63,1.5
106,0044,"Blue Rockfish - generic ID, (Sebastes mystinus/diaconus)","Scorpionfish, (Scorpaenidae)",2.03,2.05,1.79,2.38,2.19,1.86
107,0387,"Largemouth Blenny, (Labrisomus xanti)","Labrisomids, (Labrisomidae)",1.84,1.35,4.47,1.35,0,0
108,0096,"Jack Mackerel, (Trachurus symmetricus)","Jack, (Carangidae)",1.75,3.47,2.46,3.73,1.25,3.13
109,0086,"Horn Shark, (Heterodontus francisci)","Bullhead Shark, (Heterodontidae)",1.66,1.11,1.79,1,1.56,1.2
110,0432,"Unidentified Abalone, (Haliotis sp.)","Mollusks, (Mollusca)",1.62,1.67,0.69,2,2.44,1.58
111,0082,"Bat Ray, (Myliobatis californica)","Eagle Ray, (Myliobatidae)",1.57,1.12,1.12,1.2,1.88,1.08
112,0045,"Black Rockfish, (Sebastes melanops)","Scorpionfish, (Scorpaenidae)",1.57,1.65,0,0,2.66,1.65
113,0079,"Snubnose Sculpin, (Orthonopias triacis)","Sculpin, (Cottidae)",1.57,1.47,1.79,1.63,1.41,1.33
114,0422,"Red Octopus, (Octopus rubescens)","Mollusks, (Mollusca)",1.51,1.21,1.39,1.17,1.63,1.25
115,0002,"Giant Sea Bass, (Stereolepis gigas)","Wreckfish, (Polyprionidae)",1.47,1.63,1.12,1.6,1.72,1.64
116,0097,"Jacksmelt, (Atherinops californiensis)","Silverside, (Atherinidae)",1.47,2.94,0.67,3.33,2.03,2.85
117,0094,"Thornback, (Platyrhinoidis triseriata)","Guitarfish, (Rhinobatidae)",1.29,1.86,2.68,2,0.31,1
118,0379,"Bluebanded Ronquil (R. hypoplecta), (Rathbunella hypoplecta)","Ronquil, (Bathymasteridae)",1.2,1.15,1.34,1,1.1,1.29
119,0059,"Rosy Rockfish, (Sebastes rosaceus)","Scorpionfish, (Scorpaenidae)",1.2,1.54,1.57,1.43,0.94,1.67
120,0430,"Pink Abalone, (Haliotis corrugata)","Mollusks, (Mollusca)",1.19,1.27,1.15,1.4,1.22,1.17
121,0232,"Crevice Kelpfish, (Gibbonsia montereyensis)","Clinid, (Clinidae)",1.1,1.42,1.79,1.25,0.63,1.75
122,0124,"Walleye Surfperch, (Hyperprosopon argenteum)","Surfperch, (Embiotocidae)",1.1,2.08,1.12,1.8,1.1,2.29
123,0441,"Asian Kelp Wakame (exotic), (Undaria pinnatifida)","Algae, (Algae)",1.08,1.7,2.08,1.78,0.2,1
124,0440,"Feather Duster Worm (E. polymorpha), (Eudistylia polymorpha)","Annelids, (Annelida)",1.08,2,1.39,2,0.81,2
125,0409,"Purple Hydrocoral, (Stylaster califrnicus)","Cnidarians, (Cnidaria)",1.08,2.7,0.23,1,1.83,2.89
126,0431,"Red Abalone, (Haliotis rufescens)","Mollusks, (Mollusca)",1.08,1.5,0.69,1.67,1.42,1.43
127,0344,"California Butterfly Ray, (Gymnura marmorata)","Butterfly Ray, (Gymnuridae)",1.01,1.18,2.46,1.18,0,0
128,0333,"Striped Kelpfish, (Gibbonsia metzi)","Clinid, (Clinidae)",1.01,2,0.22,1,1.56,2.1
129,0183,"Lewis' Moonsnail, (Neverita lewisii)","Mollusks, (Mollusca)",0.97,1.78,0,0,1.83,1.78
130,0054,"Grass Rockfish, (Sebastes rastrelliger)","Scorpionfish, (Scorpaenidae)",0.92,1.4,0.89,1.25,0.94,1.5
131,0369,"Unidentified Flatfish, (Bothidae sp.)","Lefteye Flounder, (Bothidae)",0.92,1.3,1.57,1.29,0.47,1.33
132,0235,"Diamond Stingray, (Dasyatis dipterura)","Stingray, (Dasyatidae)",0.83,1.22,2.01,1.22,0,0
133,0305,"Sevengill Shark, (Notorynchus cepedianus)","Cow Shark, (Hexanchidae)",0.83,1,0.45,1,1.1,1
134,0047,"Bocaccio, (Sebastes paucispinis)","Scorpionfish, (Scorpaenidae)",0.74,2.25,1.34,2.33,0.31,2
135,0345,"Diamond Turbot, (Hypsopsetta guttulata)","Righteye Flounder, (Pleuronectidae)",0.74,1,1.79,1,0,0
136,0026,"Speckled Sanddab, (Citharichthys stigmaeus)","Lefteye Flounder, (Bothidae)",0.74,1.63,0.45,1.5,0.94,1.67
137,0126,"Unidentified Surfperch, (Embiotocidae spp.)","Surfperch, (Embiotocidae)",0.74,2.25,0,0,1.25,2.25
138,0210,"Bay Goby, (Lepidogobius lepidus)","Goby, (Gobiidae)",0.64,2.14,0.45,1.5,0.78,2.4
139,0250,"Honeycomb Rockfish, (Sebastes umbrosus)","Scorpionfish, (Scorpaenidae)",0.55,1.67,1.34,1.67,0,0
140,0304,"Scalyhead Sculpin, (Artedius harringtoni)","Sculpin, (Cottidae)",0.55,1.33,0.67,1.33,0.47,1.33
141,0205,"Banded Guitarfish, (Zapteryx exasperata)","Guitarfish, (Rhinobatidae)",0.46,1,0.67,1,0.31,1
142,0050,"Calico Rockfish, (Sebastes dalli)","Scorpionfish, (Scorpaenidae)",0.46,1,1.12,1,0,0
143,0247,"Guadalupe Cardinalfish, (Apogon guadalupensis)","Cardinalfish, (Apogonidae)",0.46,1,1.12,1,0,0
144,0100,"Pacific Barracuda, (Sphyraena argentea)","Barracuda, (Sphyraenidae)",0.46,1.2,0.67,1.33,0.31,1
145,0060,"Starry Rockfish, (Sebastes constellatus)","Scorpionfish, (Scorpaenidae)",0.46,1.4,0.45,1,0.47,1.67
146,0093,"Swell Shark, (Cephaloscyllium ventriosum)","Cat Shark, (Scyliorhinidae)",0.46,1.6,0.89,1.25,0.16,3
147,0487,"Blue Rockfish (was Blue-blotched species), (Sebastes mystinus)","Scorpionfish, (Scorpaenidae)",0.37,1.5,0.45,1,0.31,2
148,0348,"California Corbina, (Menticirrhus undulatus)","Drum, (Sciaenidae)",0.37,1.25,0.89,1.25,0,0
149,0545,"Cheekspot Goby, (Ilypnus gilberti)","Goby, (Gobiidae)",0.37,1.5,0.89,1.5,0,0
150,0104,"Chub Mackerel, (Scomber japonicus)","Mackerel, (Scombridae)",0.37,3,0.67,3,0.16,3
151,0089,"Pacific Electric Ray, (Torpedo californica)","Electric Ray, (Torpedinidae)",0.37,1,0.22,1,0.47,1
152,0328,"Spotted Kelpfish, (Gibbonsia elegans)","Clinid, (Clinidae)",0.37,1.75,0.67,1.67,0.16,2
153,0499,"Unidentified Silvery Baitfish, (Atherinidae, Clupeidae, and Engraulidae)","Silvery Fishes - Silversides, Herrings, and Anchovies, (Atherinidae, Clupeidae, and Engraulidae)",0.37,3.5,0,0,0.63,3.5
154,0041,"White Seabass, (Atractoscion nobilis)","Drum, (Sciaenidae)",0.37,2.75,0.22,1,0.47,3.33
155,0018,"Yellowfin Fringehead, (Neoclinus stephensae)","Blenny (pike, tube and flag), (Chaenopsidae)",0.37,1.5,0.67,1.33,0.16,2
156,0113,"Barred Surfperch, (Amphistichus argenteus)","Surfperch, (Embiotocidae)",0.28,2,0,0,0.47,2
157,0022,"C-O Sole, (Pleuronichthys coenosus)","Righteye Flounder, (Pleuronectidae)",0.28,1,0.22,1,0.31,1
158,0051,"China Rockfish, (Sebastes nebulosus)","Scorpionfish, (Scorpaenidae)",0.28,1.33,0,0,0.47,1.33
159,0087,"Leopard Shark, (Triakis semifasciata)","Requiem Shark, (Carcharhinidae)",0.28,1.67,0,0,0.47,1.67
160,0105,"Pacific Sardine, (Sardinops sagax)","Herring, (Clupeidae)",0.28,4,0.22,4,0.31,4
161,0134,"Plainfin Midshipman, (Porichthys notatus)","Toadfish, (Batrachoididae)",0.28,1,0.67,1,0,0
162,0296,"Rockpool Blenny, (Hypsoblennius gilberti)","Combtooth Blenny, (Blenniidae)",0.28,1.33,0.67,1.33,0,0
163,0121,"Sharpnose Seaperch, (Phanerodon atripes)","Surfperch, (Embiotocidae)",0.28,3.33,0.67,3.33,0,0
164,0092,"Shovelnose Guitarfish, (Rhinobatos productus)","Guitarfish, (Rhinobatidae)",0.28,1.33,0.45,1.5,0.16,1
